,location-long,location-lat,argos:lat1,argos:lat2,argos:lon1,argos:lon2,individual-local-identifier
1767,-120.112,34.126,34.126,36.418,-120.112,-108.888,1999CA-Bmu-00837
1768,-120.009,34.087,34.087,35.723,-120.009,-127.787,1999CA-Bmu-00837
1769,-119.82999999999998,34.21,34.21,38.341,-119.83,-98.736,1999CA-Bmu-00837
1770,-120.997,34.186,34.186,34.276,-120.997,-121.421,1999CA-Bmu-00837
1771,-120.627,34.233,34.233,39.74,-120.627,-92.516,1999CA-Bmu-00837
1772,-121.221,34.127,34.127,37.355,-121.221,-136.494,1999CA-Bmu-00837
1773,-121.18,34.13,34.13,36.235,-121.18,-131.17,1999CA-Bmu-00837
1774,-120.42000000000002,32.822,32.822,28.146,-120.42,-143.59,1999CA-Bmu-00837
1775,-120.661,32.652,32.652,25.197,-120.661,-84.104,1999CA-Bmu-00837
1776,-121.35399999999998,32.567,32.567,34.06,-121.354,-112.91,1999CA-Bmu-00837
1777,-120.192,31.54,31.54,35.008,-120.192,-102.557,1999CA-Bmu-00837
1778,-120.171,32.248,32.248,36.251,-120.171,-136.562,1999CA-Bmu-00837
1779,-119.619,32.205,32.205,34.5,-119.619,-108.607,1999CA-Bmu-00837
1780,-120.303,32.057,32.057,33.38,-120.303,-126.562,1999CA-Bmu-00837
1781,-120.781,33.141,33.141,25.194,-120.781,-159.648,1999CA-Bmu-00837
1782,-120.98000000000002,32.843,32.843,37.181,-120.98,-141.058,1999CA-Bmu-00837
1783,-120.312,33.667,33.667,35.776,-120.312,-130.13,1999CA-Bmu-00837
1784,-120.249,33.495,33.495,24.924,-120.249,-78.357,1999CA-Bmu-00837
1785,-119.85399999999998,32.369,32.369,35.665,-119.854,-103.637,1999CA-Bmu-00837
1786,-121.676,33.445,33.445,35.164,-121.676,-113.379,1999CA-Bmu-00837
1787,-120.902,33.232,33.232,36.701,-120.902,-103.4,1999CA-Bmu-00837
1788,-120.97,33.484,33.484,39.103,-120.97,-92.871,1999CA-Bmu-00837
1789,-120.781,33.583,33.583,37.272,-120.781,-138.562,1999CA-Bmu-00837
1790,-120.935,33.328,33.328,33.581,-120.935,-122.115,1999CA-Bmu-00837
1791,-120.373,33.127,33.127,28.292,-120.373,-143.456,1999CA-Bmu-00837
1792,-121.049,33.997,33.997,39.907,-121.049,-94.405,1999CA-Bmu-00837
1793,-121.704,35.576,35.576,36.158,-121.704,-124.473,1999CA-Bmu-00837
1794,-121.77800000000002,35.67,35.67,38.164,-121.778,-109.572,1999CA-Bmu-00837
1795,-122.56900000000002,36.574,36.574,43.632,-122.569,-87.998,1999CA-Bmu-00837
1796,-122.375,36.472,36.472,30.136,-122.375,-154.428,1999CA-Bmu-00837
1797,-123.39100000000002,38.196,38.196,41.905,-123.391,-104.524,1999CA-Bmu-00837
