,location-long,location-lat,argos:lat1,argos:lat2,argos:lon1,argos:lon2,individual-local-identifier
6911,-123.066,37.752,37.752,42.585,-123.066,-99.082,2004CA-Bmu-10843
6912,-122.405,36.786,36.786,42.73,-122.405,-92.895,2004CA-Bmu-10843
6913,-122.914,37.209,37.209,42.749,-122.914,-145.097,2004CA-Bmu-10843
6914,-121.606,36.067,36.067,43.072,-121.606,-87.085,2004CA-Bmu-10843
6915,-121.19400000000002,35.26,35.26,38.772,-121.194,-138.573,2004CA-Bmu-10843
6916,-121.31799999999998,34.832,34.832,43.366,-121.318,-80.417,2004CA-Bmu-10843
6917,-121.35,34.677,34.677,30.752,-121.35,-141.036,2004CA-Bmu-10843
6918,-121.975,34.235,34.235,35.086,-121.975,-126.686,2004CA-Bmu-10843
6919,-120.817,33.951,33.951,43.479,-120.817,-74.134,2004CA-Bmu-10843
6920,-120.846,33.95,33.95,32.137,-120.846,-130.074,2004CA-Bmu-10843
6921,-120.25400000000002,33.748,33.748,38.617,-120.254,-96.701,2004CA-Bmu-10843
6922,-120.231,33.755,33.755,34.002,-120.231,-119.019,2004CA-Bmu-10843
6923,-120.04000000000002,33.707,33.707,42.271,-120.04,-161.862,2004CA-Bmu-10843
6924,-120.239,33.609,33.609,40.874,-120.239,-84.927,2004CA-Bmu-10843
6925,-120.28,33.68,33.68,23.738,-120.28,-167.176,2004CA-Bmu-10843
6926,-120.329,33.393,33.393,37.837,-120.329,-143.095,2004CA-Bmu-10843
6927,-120.336,33.758,33.758,27.578,-120.336,-97.485,2004CA-Bmu-10843
6928,-120.767,33.694,33.694,24.872,-120.767,-160.881,2004CA-Bmu-10843
6929,-120.707,33.866,33.866,29.072,-120.707,-144.103,2004CA-Bmu-10843
6930,-120.618,34.178,34.178,39.977,-120.618,-149.677,2004CA-Bmu-10843
6931,-120.623,34.155,34.155,36.217,-120.623,-131.054,2004CA-Bmu-10843
6932,-120.66899999999998,34.218,34.218,26.488,-120.669,-155.863,2004CA-Bmu-10843
6933,-120.623,34.206,34.206,36.176,-120.623,-109.702,2004CA-Bmu-10843
6934,-120.697,34.261,34.261,31.778,-120.697,-132.986,2004CA-Bmu-10843
6935,-120.538,34.107,34.107,28.984,-120.538,-95.224,2004CA-Bmu-10843
6936,-120.814,34.108,34.108,26.587,-120.814,-85.617,2004CA-Bmu-10843
6937,-120.80700000000002,34.319,34.319,28.083,-120.807,-150.341,2004CA-Bmu-10843
6938,-120.674,34.403,34.403,39.047,-120.674,-98.101,2004CA-Bmu-10843
6939,-120.53,34.405,34.405,40.31,-120.53,-91.878,2004CA-Bmu-10843
6940,-120.503,34.422,34.422,25.69,-120.503,-79.527,2004CA-Bmu-10843
