,location-long,location-lat,argos:lat1,argos:lat2,argos:lon1,argos:lon2,individual-local-identifier
638,-124.429,41.956,41.956,36.129,-124.429,-153.06,1998CA-Bmu-00823
639,-124.384,41.625,41.625,49.788,-124.384,-82.545,1998CA-Bmu-00823
640,-124.39100000000002,41.913,41.913,43.443,-124.391,-131.953,1998CA-Bmu-00823
641,-124.445,41.892,41.892,37.278,-124.445,-103.278,1998CA-Bmu-00823
642,-124.39100000000002,41.934,41.934,37.164,-124.391,-147.886,1998CA-Bmu-00823
643,-124.42000000000002,41.873,41.873,43.664,-124.42,-115.342,1998CA-Bmu-00823
644,-124.635,41.964,41.964,49.424,-124.635,-163.13,1998CA-Bmu-00823
645,-124.442,41.924,41.924,38.184,-124.442,-142.31,1998CA-Bmu-00823
646,-124.428,41.866,41.866,47.378,-124.428,-153.472,1998CA-Bmu-00823
647,-124.576,41.951,41.951,42.944,-124.576,-128.807,1998CA-Bmu-00823
648,-124.446,41.866,41.866,39.337,-124.446,-137.061,1998CA-Bmu-00823
649,-124.486,41.956,41.956,52.357,-124.486,-69.175,1998CA-Bmu-00823
650,-124.469,41.932,41.932,38.581,-124.469,-141.761,1998CA-Bmu-00823
651,-124.369,41.922,41.922,40.29,-124.369,-116.245,1998CA-Bmu-00823
652,-124.42700000000002,41.917,41.917,45.417,-124.427,-142.978,1998CA-Bmu-00823
653,-124.414,41.92,41.92,40.947,-124.414,-119.416,1998CA-Bmu-00823
654,-124.401,41.953,41.953,35.007,-124.401,-91.218,1998CA-Bmu-00823
655,-124.372,41.761,41.761,38.999,-124.372,-111.039,1998CA-Bmu-00823
656,-124.329,41.85,41.85,43.465,-124.329,-132.635,1998CA-Bmu-00823
657,-124.39600000000002,41.849,41.849,38.419,-124.396,-108.587,1998CA-Bmu-00823
658,-124.938,41.767,41.767,36.968,-124.938,-104.452,1998CA-Bmu-00823
659,-124.369,42.138,42.138,36.988,-124.369,-98.37,1998CA-Bmu-00823
