,location-long,location-lat,argos:lat1,argos:lat2,argos:lon1,argos:lon2,individual-local-identifier
10352,-120.699,34.0,34.0,31.26,-120.699,-133.306,2006CA-Bmu-10840
10353,-120.007,33.355,33.355,27.386,-120.007,-148.463,2006CA-Bmu-10840
10354,-111.97199999999998,23.072,23.072,18.579,-111.972,-90.806,2006CA-Bmu-10840
10355,-108.741,21.799,21.799,19.904,-108.741,-99.992,2006CA-Bmu-10840
10356,-98.437,10.613,10.613,11.83,-98.437,-103.978,2006CA-Bmu-10840
10357,-98.575,9.109,9.109,11.468,-98.575,-109.286,2006CA-Bmu-10840
10358,-98.63299999999998,9.013,9.013,11.44,-98.633,-87.292,2006CA-Bmu-10840
10359,-96.73900000000005,10.37,10.37,14.865,-96.739,-76.172,2006CA-Bmu-10840
10360,-95.43899999999996,10.679,10.679,14.122,-95.439,-79.859,2006CA-Bmu-10840
10361,-95.356,11.784,11.784,14.715,-95.356,-108.314,2006CA-Bmu-10840
10362,-95.35199999999998,11.865,11.865,16.02,-95.352,-114.435,2006CA-Bmu-10840
10363,-94.51999999999998,11.638,11.638,12.698,-94.52,-89.962,2006CA-Bmu-10840
10364,-95.224,11.482,11.482,4.273,-95.224,-62.533,2006CA-Bmu-10840
10365,-92.916,12.474,12.474,9.918,-92.916,-84.437,2006CA-Bmu-10840
10366,-92.548,12.077,12.077,9.458,-92.548,-104.632,2006CA-Bmu-10840
10367,-91.998,12.124,12.124,7.884,-91.998,-73.541,2006CA-Bmu-10840
10368,-92.253,12.283,12.283,7.939,-92.253,-72.789,2006CA-Bmu-10840
10369,-92.61199999999997,12.108,12.108,14.498,-92.612,-81.665,2006CA-Bmu-10840
10370,-95.25799999999998,13.46,13.46,14.597,-95.258,-100.482,2006CA-Bmu-10840
10371,-95.591,13.592,13.592,6.388,-95.591,-126.958,2006CA-Bmu-10840
10372,-106.23000000000002,19.348,19.348,15.561,-106.23,-122.65,2006CA-Bmu-10840
10373,-108.134,21.189,21.189,20.501,-108.134,-110.887,2006CA-Bmu-10840
10374,-108.24200000000002,21.252,21.252,26.563,-108.242,-132.15,2006CA-Bmu-10840
10375,-108.029,21.357,21.357,19.053,-108.029,-97.253,2006CA-Bmu-10840
10376,-107.938,21.415,21.415,26.0,-107.938,-86.55,2006CA-Bmu-10840
