,location-long,location-lat,argos:lat1,argos:lat2,argos:lon1,argos:lon2,individual-local-identifier
8950,-121.562,35.582,35.582,43.939,-121.562,-164.123,2005CA-Bmu-10829
8951,-121.637,35.539,35.539,43.716,-121.637,-161.935,2005CA-Bmu-10829
8952,-121.60899999999998,35.5,35.5,39.642,-121.609,-142.593,2005CA-Bmu-10829
8953,-121.62099999999998,35.616,35.616,24.985,-121.621,-171.265,2005CA-Bmu-10829
8954,-121.69400000000002,35.74,35.74,30.852,-121.694,-146.338,2005CA-Bmu-10829
8955,-121.751,35.895,35.895,43.107,-121.751,-156.256,2005CA-Bmu-10829
8956,-121.546,35.681,35.681,32.196,-121.546,-135.757,2005CA-Bmu-10829
8957,-121.65300000000002,35.665,35.665,41.799,-121.653,-150.897,2005CA-Bmu-10829
8958,-121.813,35.604,35.604,27.146,-121.813,-161.442,2005CA-Bmu-10829
8959,-121.921,35.673,35.673,28.065,-121.921,-158.243,2005CA-Bmu-10829
8960,-121.51600000000002,35.44,35.44,40.325,-121.516,-145.685,2005CA-Bmu-10829
8961,-121.439,35.822,35.822,29.128,-121.439,-153.248,2005CA-Bmu-10829
8962,-121.50799999999998,35.81,35.81,40.676,-121.508,-97.696,2005CA-Bmu-10829
8963,-122.02800000000002,35.858,35.858,40.45,-122.028,-144.975,2005CA-Bmu-10829
8964,-122.106,35.865,35.865,26.135,-122.106,-76.44,2005CA-Bmu-10829
8965,-121.962,35.715,35.715,30.442,-121.962,-147.272,2005CA-Bmu-10829
8966,-122.111,35.798,35.798,30.564,-122.111,-148.55,2005CA-Bmu-10829
8967,-122.501,35.966,35.966,38.056,-122.501,-133.249,2005CA-Bmu-10829
8968,-122.809,36.091,36.091,33.162,-122.809,-137.063,2005CA-Bmu-10829
8969,-122.832,36.162,36.162,33.453,-122.832,-135.577,2005CA-Bmu-10829
8970,-122.647,36.228,36.228,29.871,-122.647,-93.37,2005CA-Bmu-10829
8971,-122.85,36.23,36.23,41.184,-122.85,-97.625,2005CA-Bmu-10829
8972,-122.99599999999998,36.009,36.009,40.689,-122.996,-146.147,2005CA-Bmu-10829
8973,-122.815,35.911,35.911,30.415,-122.815,-150.573,2005CA-Bmu-10829
8974,-122.623,35.748,35.748,38.344,-122.623,-135.646,2005CA-Bmu-10829
8975,-122.178,35.758,35.758,32.115,-122.178,-139.861,2005CA-Bmu-10829
8976,-121.719,35.658,35.658,25.522,-121.719,-171.22,2005CA-Bmu-10829
8977,-121.894,35.691,35.691,27.002,-121.894,-162.322,2005CA-Bmu-10829
8978,-121.769,35.645,35.645,41.12,-121.769,-148.58,2005CA-Bmu-10829
8979,-121.70999999999998,35.68,35.68,24.619,-121.71,-66.142,2005CA-Bmu-10829
8980,-121.788,35.628,35.628,26.983,-121.788,-81.766,2005CA-Bmu-10829
8981,-121.678,35.436,35.436,25.739,-121.678,-166.948,2005CA-Bmu-10829
8982,-121.39100000000002,35.208,35.208,39.837,-121.391,-143.847,2005CA-Bmu-10829
8983,-121.477,35.118,35.118,40.908,-121.477,-150.772,2005CA-Bmu-10829
8984,-121.589,34.985,34.985,26.577,-121.589,-161.123,2005CA-Bmu-10829
8985,-121.564,35.06,35.06,41.974,-121.564,-86.906,2005CA-Bmu-10829
8986,-121.534,35.059,35.059,28.071,-121.534,-151.579,2005CA-Bmu-10829
8987,-121.52100000000002,35.06,35.06,28.552,-121.521,-153.984,2005CA-Bmu-10829
8988,-121.286,34.946,34.946,38.224,-121.286,-138.218,2005CA-Bmu-10829
8989,-121.18099999999998,34.91,34.91,38.572,-121.181,-140.11,2005CA-Bmu-10829
8990,-121.507,34.954,34.954,44.075,-121.507,-74.831,2005CA-Bmu-10829
8991,-121.393,34.886,34.886,30.632,-121.393,-142.639,2005CA-Bmu-10829
8992,-121.031,34.693,34.693,32.519,-121.031,-131.499,2005CA-Bmu-10829
8993,-121.078,34.781,34.781,42.03,-121.078,-151.732,2005CA-Bmu-10829
8994,-121.897,35.49,35.49,28.62,-121.897,-156.34,2005CA-Bmu-10829
8995,-122.35899999999998,35.699,35.699,46.896,-122.359,-177.944,2005CA-Bmu-10829
8996,-122.375,35.786,35.786,43.885,-122.375,-163.037,2005CA-Bmu-10829
8997,-122.334,35.694,35.694,39.522,-122.334,-141.336,2005CA-Bmu-10829
8998,-123.212,36.088,36.088,45.823,-123.212,-171.88,2005CA-Bmu-10829
8999,-123.143,36.073,36.073,42.898,-123.143,-156.109,2005CA-Bmu-10829
9000,-122.899,36.186,36.186,34.139,-122.899,-133.276,2005CA-Bmu-10829
9001,-122.57999999999998,36.052,36.052,41.932,-122.58,-151.402,2005CA-Bmu-10829
9002,-122.344,36.168,36.168,40.704,-122.344,-99.853,2005CA-Bmu-10829
9003,-122.381,36.127,36.127,28.009,-122.381,-159.688,2005CA-Bmu-10829
9004,-121.963,36.053,36.053,41.053,-121.963,-146.299,2005CA-Bmu-10829
9005,-122.366,36.235,36.235,42.4,-122.366,-154.871,2005CA-Bmu-10829
9006,-121.561,35.965,35.965,25.83,-121.561,-171.174,2005CA-Bmu-10829
9007,-121.90300000000002,35.946,35.946,29.014,-121.903,-154.532,2005CA-Bmu-10829
9008,-121.76,36.03,36.03,28.505,-121.76,-159.325,2005CA-Bmu-10829
9009,-122.036,36.051,36.051,40.014,-122.036,-140.534,2005CA-Bmu-10829
9010,-121.902,35.961,35.961,40.666,-121.902,-143.577,2005CA-Bmu-10829
9011,-121.88299999999998,35.921,35.921,30.785,-121.883,-147.805,2005CA-Bmu-10829
9012,-122.406,36.051,36.051,31.818,-122.406,-106.663,2005CA-Bmu-10829
9013,-122.152,35.982,35.982,31.643,-122.152,-143.749,2005CA-Bmu-10829
9014,-122.199,36.189,36.189,33.31,-122.199,-136.335,2005CA-Bmu-10829
9015,-122.118,36.574,36.574,40.921,-122.118,-100.97,2005CA-Bmu-10829
9016,-123.042,37.021,37.021,27.145,-123.042,-171.884,2005CA-Bmu-10829
9017,-123.12,37.088,37.088,31.63,-123.12,-149.618,2005CA-Bmu-10829
9018,-122.66500000000002,36.578,36.578,44.125,-122.665,-160.031,2005CA-Bmu-10829
9019,-122.55,36.549,36.549,38.829,-122.55,-134.3,2005CA-Bmu-10829
9020,-122.72,36.513,36.513,33.337,-122.72,-138.843,2005CA-Bmu-10829
9021,-122.32,36.387,36.387,27.68,-122.32,-163.563,2005CA-Bmu-10829
9022,-122.475,36.693,36.693,42.051,-122.475,-148.797,2005CA-Bmu-10829
9023,-122.6,37.254,37.254,41.412,-122.6,-143.077,2005CA-Bmu-10829
9024,-122.773,37.516,37.516,42.973,-122.773,-145.726,2005CA-Bmu-10829
9025,-122.97899999999998,37.92,37.92,31.597,-122.979,-152.719,2005CA-Bmu-10829
9026,-123.69299999999998,38.197,38.197,28.446,-123.693,-172.412,2005CA-Bmu-10829
9027,-124.03199999999998,38.775,38.775,29.417,-124.032,-170.376,2005CA-Bmu-10829
9028,-123.97,39.585,39.585,35.956,-123.97,-141.821,2005CA-Bmu-10829
9029,-123.785,39.523,39.523,37.022,-123.785,-131.923,2005CA-Bmu-10829
9030,-124.187,40.034,40.034,50.199,-124.187,-176.604,2005CA-Bmu-10829
9031,-124.207,40.075,40.075,46.508,-124.207,-158.263,2005CA-Bmu-10829
9032,-124.584,40.48,40.48,44.349,-124.584,-146.077,2005CA-Bmu-10829
9033,-124.422,40.346,40.346,48.992,-124.422,-78.491,2005CA-Bmu-10829
9034,-124.41500000000002,40.312,40.312,34.292,-124.415,-155.69,2005CA-Bmu-10829
9035,-124.35399999999998,40.163,40.163,47.262,-124.354,-159.667,2005CA-Bmu-10829
9036,-124.33499999999998,40.157,40.157,42.334,-124.335,-135.55,2005CA-Bmu-10829
9037,-124.29500000000002,40.197,40.197,32.442,-124.295,-161.65,2005CA-Bmu-10829
9038,-124.337,40.22,40.22,51.291,-124.337,177.929,2005CA-Bmu-10829
9039,-124.285,40.174,40.174,46.401,-124.285,-154.593,2005CA-Bmu-10829
9040,-124.441,40.336,40.336,31.675,-124.441,-81.678,2005CA-Bmu-10829
9041,-124.66,40.307,40.307,32.492,-124.66,-161.694,2005CA-Bmu-10829
9042,-124.772,40.376,40.376,44.002,-124.772,-142.575,2005CA-Bmu-10829
9044,-124.96699999999998,40.475,40.475,48.361,-124.967,-163.173,2005CA-Bmu-10829
9045,-124.849,40.413,40.413,44.909,-124.849,-148.915,2005CA-Bmu-10829
9046,-125.309,40.568,40.568,49.436,-125.309,-78.484,2005CA-Bmu-10829
9047,-125.38,40.559,40.559,31.102,-125.38,-173.426,2005CA-Bmu-10829
9048,-125.785,40.818,40.818,42.937,-125.785,-136.058,2005CA-Bmu-10829
9049,-125.71699999999998,40.892,40.892,43.041,-125.717,-135.611,2005CA-Bmu-10829
9050,-125.541,41.013,41.013,35.979,-125.541,-151.238,2005CA-Bmu-10829
9051,-125.64100000000002,41.093,41.093,29.892,-125.641,-179.372,2005CA-Bmu-10829
9052,-125.596,41.012,41.012,37.042,-125.596,-146.336,2005CA-Bmu-10829
9053,-125.535,41.179,41.179,34.464,-125.535,-92.226,2005CA-Bmu-10829
9054,-125.325,41.231,41.231,37.166,-125.325,-145.332,2005CA-Bmu-10829
9055,-125.263,41.207,41.207,44.998,-125.263,-103.92,2005CA-Bmu-10829
9056,-125.27800000000002,41.251,41.251,39.233,-125.278,-135.479,2005CA-Bmu-10829
9057,-125.14,41.32,41.32,50.893,-125.14,-176.133,2005CA-Bmu-10829
9058,-125.264,41.224,41.224,38.276,-125.264,-139.801,2005CA-Bmu-10829
9059,-125.405,41.672,41.672,46.429,-125.405,-150.05,2005CA-Bmu-10829
9060,-125.126,41.278,41.278,36.56,-125.126,-149.508,2005CA-Bmu-10829
9061,-125.248,40.819,40.819,34.145,-125.248,-93.831,2005CA-Bmu-10829
9062,-125.196,40.78,40.78,46.878,-125.196,-156.399,2005CA-Bmu-10829
9063,-124.901,40.924,40.924,44.934,-124.901,-104.107,2005CA-Bmu-10829
9064,-124.473,40.785,40.785,32.324,-124.473,-82.572,2005CA-Bmu-10829
9065,-124.339,41.297,41.297,46.822,-124.339,-151.596,2005CA-Bmu-10829
9066,-124.30700000000002,41.057,41.057,47.012,-124.307,-92.67,2005CA-Bmu-10829
9067,-124.482,41.433,41.433,49.492,-124.482,-165.521,2005CA-Bmu-10829
9068,-126.586,43.053,43.053,48.035,-126.586,-149.049,2005CA-Bmu-10829
9069,-124.638,42.005,42.005,50.169,-124.638,-81.421,2005CA-Bmu-10829
9070,-124.83499999999998,41.667,41.667,51.509,-124.835,-71.643,2005CA-Bmu-10829
9071,-125.683,41.717,41.717,44.43,-125.683,-138.628,2005CA-Bmu-10829
9072,-124.325,40.607,40.607,34.313,-124.325,-154.767,2005CA-Bmu-10829
9073,-124.47199999999998,40.688,40.688,35.373,-124.472,-152.19,2005CA-Bmu-10829
9074,-124.375,41.039,41.039,35.154,-124.375,-94.477,2005CA-Bmu-10829
9075,-124.381,40.653,40.653,37.397,-124.381,-141.514,2005CA-Bmu-10829
9076,-124.473,40.543,40.543,50.684,-124.473,-178.478,2005CA-Bmu-10829
9077,-124.531,40.685,40.685,36.614,-124.531,-143.882,2005CA-Bmu-10829
