,location-long,location-lat,argos:lat1,argos:lat2,argos:lon1,argos:lon2,individual-local-identifier
2337,-120.566,33.486,33.486,40.893,-120.566,-83.134,1999CA-Bmu-04173
2338,-121.57999999999998,33.602,33.602,38.212,-121.58,-98.38,1999CA-Bmu-04173
2339,-120.469,34.115,34.115,40.29,-120.469,-88.858,1999CA-Bmu-04173
2340,-120.643,33.265,33.265,26.449,-120.643,-154.107,1999CA-Bmu-04173
2341,-120.61,34.027,34.027,31.496,-120.61,-133.26,1999CA-Bmu-04173
2342,-114.424,25.83,25.83,22.494,-114.424,-99.734,1999CA-Bmu-04173
2343,-111.987,23.846,23.846,20.941,-111.987,-99.236,1999CA-Bmu-04173
2344,-111.096,23.411,23.411,19.873,-111.096,-95.056,1999CA-Bmu-04173
2345,-111.78199999999998,23.504,23.504,20.286,-111.782,-97.726,1999CA-Bmu-04173
2346,-111.728,23.564,23.564,27.862,-111.728,-131.796,1999CA-Bmu-04173
2347,-111.655,23.453,23.453,25.456,-111.655,-102.25,1999CA-Bmu-04173
2348,-112.37900000000002,23.148,23.148,24.374,-112.379,-106.652,1999CA-Bmu-04173
2349,-112.64100000000002,23.278,23.278,21.542,-112.641,-104.307,1999CA-Bmu-04173
2350,-112.503,23.036,23.036,26.546,-112.503,-95.811,1999CA-Bmu-04173
2351,-111.575,24.029,24.029,22.054,-111.575,-102.71,1999CA-Bmu-04173
2352,-112.726,24.289,24.289,26.731,-112.726,-101.275,1999CA-Bmu-04173
2353,-112.929,24.304,24.304,25.694,-112.929,-106.321,1999CA-Bmu-04173
2354,-111.951,23.772,23.772,17.121,-111.951,-82.574,1999CA-Bmu-04173
2355,-111.94799999999998,23.827,23.827,26.046,-111.948,-101.486,1999CA-Bmu-04173
2356,-111.85500000000002,23.936,23.936,28.325,-111.855,-90.855,1999CA-Bmu-04173
2357,-112.067,23.65,23.65,21.686,-112.067,-102.762,1999CA-Bmu-04173
2358,-111.429,24.157,24.157,30.561,-111.429,-80.694,1999CA-Bmu-04173
2359,-111.675,23.971,23.971,28.08,-111.675,-93.006,1999CA-Bmu-04173
2360,-111.582,23.852,23.852,24.843,-111.582,-107.013,1999CA-Bmu-04173
2361,-111.245,23.728,23.728,22.357,-111.245,-104.849,1999CA-Bmu-04173
2362,-111.67000000000002,23.898,23.898,27.109,-111.67,-96.483,1999CA-Bmu-04173
2363,-111.426,23.874,23.874,29.236,-111.426,-85.839,1999CA-Bmu-04173
2364,-111.741,23.587,23.587,20.858,-111.741,-99.028,1999CA-Bmu-04173
2365,-111.62900000000002,23.784,23.784,28.181,-111.629,-90.828,1999CA-Bmu-04173
2366,-111.62099999999998,23.667,23.667,20.187,-111.621,-96.113,1999CA-Bmu-04173
2367,-112.042,23.793,23.793,29.093,-112.042,-137.138,1999CA-Bmu-04173
