,location-long,location-lat,argos:lat1,argos:lat2,argos:lon1,argos:lon2,individual-local-identifier
9,-123.227,33.594,33.594,34.772,-123.227,-117.548,1994CA-Bmu-00848
10,-120.765,34.173,34.173,29.976,-120.765,-100.959,1994CA-Bmu-00848
11,-120.309,34.11,34.11,40.163,-120.309,-149.796,1994CA-Bmu-00848
12,-119.946,34.135,34.135,35.166,-119.946,-115.202,1994CA-Bmu-00848
13,-119.987,33.961,33.961,37.417,-119.987,-104.846,1994CA-Bmu-00848
14,-120.04000000000002,34.158,34.158,41.557,-120.04,-83.857,1994CA-Bmu-00848
15,-120.223,34.026,34.026,27.511,-120.223,-152.16,1994CA-Bmu-00848
