,location-long,location-lat,argos:lat1,argos:lat2,argos:lon1,argos:lon2,individual-local-identifier
340,-120.374,33.826,33.826,30.161,-120.374,-137.339,1995CA-Bmu-04176
341,-120.27800000000002,33.788,33.788,38.885,-120.278,-95.03,1995CA-Bmu-04176
342,-120.387,34.034,34.034,35.363,-120.387,-126.775,1995CA-Bmu-04176
343,-119.97199999999998,33.992,33.992,32.387,-119.972,-127.637,1995CA-Bmu-04176
344,-120.195,34.061,34.061,33.677,-120.195,-122.086,1995CA-Bmu-04176
345,-125.7,32.428,32.428,28.613,-125.7,-111.753,1995CA-Bmu-04176
346,-119.373,32.966,32.966,23.273,-119.373,-165.393,1995CA-Bmu-04176
347,-119.226,33.124,33.124,36.657,-119.226,-101.633,1995CA-Bmu-04176
348,-118.699,32.858,32.858,28.534,-118.699,-139.215,1995CA-Bmu-04176
349,-118.243,32.397,32.397,38.186,-118.243,-146.636,1995CA-Bmu-04176
350,-119.148,32.982,32.982,32.553,-119.148,-116.844,1995CA-Bmu-04176
351,-118.11700000000002,32.146,32.146,25.322,-118.117,-150.403,1995CA-Bmu-04176
352,-117.928,31.972,31.972,30.028,-117.928,-107.983,1995CA-Bmu-04176
353,-117.947,31.96,31.96,26.152,-117.947,-145.267,1995CA-Bmu-04176
354,-117.90300000000002,32.096,32.096,33.976,-117.903,-108.552,1995CA-Bmu-04176
355,-117.93099999999998,32.376,32.376,36.092,-117.931,-136.237,1995CA-Bmu-04176
356,-118.00400000000002,32.496,32.496,28.341,-118.004,-97.621,1995CA-Bmu-04176
357,-118.47899999999998,32.653,32.653,28.161,-118.479,-139.926,1995CA-Bmu-04176
358,-117.7,32.855,32.855,35.657,-117.7,-131.231,1995CA-Bmu-04176
359,-117.889,32.77,32.77,29.174,-117.889,-135.766,1995CA-Bmu-04176
360,-117.977,32.682,32.682,34.262,-117.977,-125.807,1995CA-Bmu-04176
361,-117.686,32.693,32.693,33.331,-117.686,-120.243,1995CA-Bmu-04176
362,-119.06799999999998,32.359,32.359,30.459,-119.068,-112.448,1995CA-Bmu-04176
363,-117.344,32.435,32.435,30.781,-117.344,-125.259,1995CA-Bmu-04176
364,-119.413,32.201,32.201,33.294,-119.413,-113.773,1995CA-Bmu-04176
365,-117.261,32.151,32.151,31.961,-117.261,-116.376,1995CA-Bmu-04176
366,-117.163,32.481,32.481,30.029,-117.163,-104.322,1995CA-Bmu-04176
367,-116.511,31.361,31.361,33.605,-116.511,-105.4,1995CA-Bmu-04176
368,-117.434,30.619,30.619,24.265,-117.434,-93.94,1995CA-Bmu-04176
369,-116.348,31.113,31.113,20.889,-116.348,-163.254,1995CA-Bmu-04176
370,-115.825,29.022,29.022,35.495,-115.825,-146.814,1995CA-Bmu-04176
371,-116.207,28.756,28.756,29.919,-116.207,-110.656,1995CA-Bmu-04176
372,-115.69400000000002,28.505,28.505,33.901,-115.694,-141.774,1995CA-Bmu-04176
373,-115.474,28.544,28.544,26.145,-115.474,-104.146,1995CA-Bmu-04176
374,-115.30200000000002,28.336,28.336,22.423,-115.302,-141.827,1995CA-Bmu-04176
375,-115.29399999999998,27.577,27.577,32.882,-115.294,-89.902,1995CA-Bmu-04176
376,-115.252,27.566,27.566,31.236,-115.252,-132.485,1995CA-Bmu-04176
377,-114.623,27.266,27.266,24.495,-114.623,-127.887,1995CA-Bmu-04176
379,-114.059,26.541,26.541,26.266,-114.059,-112.751,1995CA-Bmu-04176
380,-114.0,26.228,26.228,27.669,-114.0,-107.169,1995CA-Bmu-04176
381,-115.03,25.47,25.47,25.007,-115.03,-112.875,1995CA-Bmu-04176
382,-113.437,24.923,24.923,20.429,-113.437,-134.201,1995CA-Bmu-04176
383,-113.087,24.725,24.725,23.885,-113.087,-109.539,1995CA-Bmu-04176
384,-113.17000000000002,24.626,24.626,17.868,-113.17,-82.628,1995CA-Bmu-04176
385,-112.15699999999998,24.449,24.449,16.301,-112.157,-149.461,1995CA-Bmu-04176
386,-112.274,24.203,24.203,23.845,-112.274,-113.96,1995CA-Bmu-04176
387,-111.14100000000002,23.455,23.455,19.207,-111.141,-91.708,1995CA-Bmu-04176
388,-109.79399999999998,22.192,22.192,24.077,-109.794,-100.794,1995CA-Bmu-04176
389,-109.82999999999998,21.907,21.907,19.837,-109.83,-100.119,1995CA-Bmu-04176
390,-110.793,20.593,20.593,19.49,-110.793,-115.86,1995CA-Bmu-04176
391,-108.601,21.183,21.183,18.267,-108.601,-96.916,1995CA-Bmu-04176
392,-108.667,19.704,19.704,21.042,-108.667,-103.204,1995CA-Bmu-04176
