,location-long,location-lat,individual-local-identifier,year,month
4367,-110.897,25.695,2001MX-Bmu-10831,2001,3
4368,-111.001,27.056,2001MX-Bmu-10831,2001,3
4369,-110.23399999999998,25.319,2001MX-Bmu-10831,2001,3
4370,-110.76999999999998,25.819,2001MX-Bmu-10831,2001,4
4371,-110.815,25.748,2001MX-Bmu-10831,2001,4
4372,-112.418,24.431,2001MX-Bmu-10831,2001,4
4373,-113.238,26.3,2001MX-Bmu-10831,2001,5
4374,-113.256,26.456,2001MX-Bmu-10831,2001,5
4375,-113.31,26.473,2001MX-Bmu-10831,2001,5
4376,-113.138,26.474,2001MX-Bmu-10831,2001,5
4377,-115.38299999999998,25.575,2001MX-Bmu-10831,2001,5
4378,-113.284,26.19,2001MX-Bmu-10831,2001,5
4379,-113.149,26.388,2001MX-Bmu-10831,2001,5
4380,-113.59300000000002,26.114,2001MX-Bmu-10831,2001,5
4381,-112.643,24.688,2001MX-Bmu-10831,2001,5
4382,-112.497,23.946,2001MX-Bmu-10831,2001,5
4383,-111.223,23.342,2001MX-Bmu-10831,2001,5
4384,-111.04399999999998,22.479,2001MX-Bmu-10831,2001,5
4385,-109.747,20.973,2001MX-Bmu-10831,2001,5
4386,-109.36,20.755,2001MX-Bmu-10831,2001,5
4387,-109.298,20.67,2001MX-Bmu-10831,2001,5
4388,-108.20499999999998,20.786,2001MX-Bmu-10831,2001,5
4389,-106.542,19.278,2001MX-Bmu-10831,2001,5
4390,-106.798,18.987,2001MX-Bmu-10831,2001,5
4391,-108.066,21.531,2001MX-Bmu-10831,2001,6
4392,-109.175,21.661,2001MX-Bmu-10831,2001,6
4393,-107.957,20.851,2001MX-Bmu-10831,2001,6
4394,-109.178,21.378,2001MX-Bmu-10831,2001,6
4395,-109.281,20.941,2001MX-Bmu-10831,2001,6
4396,-109.45,20.616,2001MX-Bmu-10831,2001,6
4397,-109.733,20.382,2001MX-Bmu-10831,2001,6
4398,-109.747,20.318,2001MX-Bmu-10831,2001,6
4399,-109.743,20.493,2001MX-Bmu-10831,2001,6
4400,-107.668,20.181,2001MX-Bmu-10831,2001,6
4401,-109.24,20.941,2001MX-Bmu-10831,2001,6
4402,-109.554,20.37,2001MX-Bmu-10831,2001,6
4403,-109.64,20.571,2001MX-Bmu-10831,2001,6
4404,-109.961,20.674,2001MX-Bmu-10831,2001,6
4405,-109.65699999999998,20.366,2001MX-Bmu-10831,2001,6
4406,-109.55599999999998,20.449,2001MX-Bmu-10831,2001,6
4407,-109.374,20.708,2001MX-Bmu-10831,2001,6
4408,-109.142,21.229,2001MX-Bmu-10831,2001,6
4409,-109.829,21.236,2001MX-Bmu-10831,2001,6
4410,-110.125,21.602,2001MX-Bmu-10831,2001,6
4411,-110.62900000000002,22.064,2001MX-Bmu-10831,2001,6
4412,-109.953,21.702,2001MX-Bmu-10831,2001,6
