,location-long,location-lat,individual-local-identifier,year,month
2610,-113.535,28.988,1999CA-Bmu-10821,1999,11
2611,-108.30700000000002,24.49,1999CA-Bmu-10821,1999,11
2612,-108.6,24.559,1999CA-Bmu-10821,1999,11
2613,-108.21699999999998,24.482,1999CA-Bmu-10821,1999,11
2614,-108.562,24.412,1999CA-Bmu-10821,1999,11
2615,-109.007,24.304,1999CA-Bmu-10821,1999,11
2616,-108.65,24.259,1999CA-Bmu-10821,1999,11
2617,-108.852,24.709,1999CA-Bmu-10821,1999,11
2618,-109.346,25.476,1999CA-Bmu-10821,1999,11
2619,-109.84,25.836,1999CA-Bmu-10821,1999,11
2620,-110.20600000000002,25.941,1999CA-Bmu-10821,1999,11
2621,-111.8,27.27,1999CA-Bmu-10821,1999,11
2622,-112.474,27.616,1999CA-Bmu-10821,1999,11
2623,-112.15800000000002,27.557,1999CA-Bmu-10821,1999,11
2624,-112.317,27.481,1999CA-Bmu-10821,1999,11
2625,-111.05200000000002,26.127,1999CA-Bmu-10821,1999,11
2626,-110.936,25.77,1999CA-Bmu-10821,1999,11
2627,-110.882,25.119,1999CA-Bmu-10821,1999,11
2628,-110.636,24.618,1999CA-Bmu-10821,1999,11
2629,-110.16899999999998,24.6,1999CA-Bmu-10821,1999,11
2630,-109.84,24.454,1999CA-Bmu-10821,1999,11
2631,-109.654,22.86,1999CA-Bmu-10821,1999,11
2632,-109.65800000000002,22.93,1999CA-Bmu-10821,1999,11
2633,-108.421,22.476,1999CA-Bmu-10821,1999,11
2634,-110.00400000000002,22.145,1999CA-Bmu-10821,1999,11
2635,-107.75799999999998,21.461,1999CA-Bmu-10821,1999,12
2636,-111.464,21.751,1999CA-Bmu-10821,1999,12
