,location-long,location-lat,individual-local-identifier,year,month
15224,-96.69799999999998,8.794,2008CR-Bmu-01388,2008,1
15225,-96.577,8.746,2008CR-Bmu-01388,2008,1
15226,-96.623,9.087,2008CR-Bmu-01388,2008,1
15227,-96.712,9.11,2008CR-Bmu-01388,2008,1
15228,-96.81,8.989,2008CR-Bmu-01388,2008,1
15229,-96.841,8.952,2008CR-Bmu-01388,2008,1
15230,-96.995,9.13,2008CR-Bmu-01388,2008,1
15231,-97.144,9.182,2008CR-Bmu-01388,2008,1
15232,-97.291,9.253,2008CR-Bmu-01388,2008,1
15233,-97.29000000000002,9.235,2008CR-Bmu-01388,2008,1
15234,-97.31100000000004,9.032,2008CR-Bmu-01388,2008,1
15235,-97.348,9.055,2008CR-Bmu-01388,2008,1
15236,-97.39300000000004,9.163,2008CR-Bmu-01388,2008,1
15237,-97.332,9.298,2008CR-Bmu-01388,2008,1
15238,-97.382,9.386,2008CR-Bmu-01388,2008,1
15239,-97.36700000000002,9.376,2008CR-Bmu-01388,2008,1
15240,-97.29399999999998,9.459,2008CR-Bmu-01388,2008,1
15241,-97.462,9.792,2008CR-Bmu-01388,2008,1
15242,-97.89800000000002,9.984,2008CR-Bmu-01388,2008,1
15243,-98.207,9.877,2008CR-Bmu-01388,2008,1
15244,-98.228,9.877,2008CR-Bmu-01388,2008,1
15245,-98.27800000000002,9.669,2008CR-Bmu-01388,2008,1
15246,-98.21800000000002,9.445,2008CR-Bmu-01388,2008,1
15247,-98.11900000000004,9.419,2008CR-Bmu-01388,2008,1
15248,-98.13299999999998,9.364,2008CR-Bmu-01388,2008,1
15249,-98.005,9.258,2008CR-Bmu-01388,2008,1
15250,-97.988,9.284,2008CR-Bmu-01388,2008,1
15251,-98.103,9.237,2008CR-Bmu-01388,2008,1
15252,-98.233,9.231,2008CR-Bmu-01388,2008,1
15253,-98.356,9.231,2008CR-Bmu-01388,2008,1
15254,-98.341,9.195,2008CR-Bmu-01388,2008,1
15255,-98.35500000000002,9.132,2008CR-Bmu-01388,2008,1
15256,-98.35500000000002,9.131,2008CR-Bmu-01388,2008,1
15257,-98.29200000000004,9.211,2008CR-Bmu-01388,2008,1
15258,-98.35699999999996,9.109,2008CR-Bmu-01388,2008,1
15259,-98.437,9.101,2008CR-Bmu-01388,2008,1
15260,-98.384,9.057,2008CR-Bmu-01388,2008,1
15261,-98.401,9.014,2008CR-Bmu-01388,2008,1
15262,-98.51600000000002,9.131,2008CR-Bmu-01388,2008,1
15263,-98.565,9.184,2008CR-Bmu-01388,2008,1
15264,-98.58799999999997,9.016,2008CR-Bmu-01388,2008,1
15265,-98.58799999999997,8.738,2008CR-Bmu-01388,2008,1
15266,-98.56100000000004,8.756,2008CR-Bmu-01388,2008,1
15267,-98.096,8.469,2008CR-Bmu-01388,2008,1
15268,-98.56,8.536,2008CR-Bmu-01388,2008,1
15269,-98.524,8.526,2008CR-Bmu-01388,2008,1
15270,-98.50099999999998,8.48,2008CR-Bmu-01388,2008,1
