,location-long,location-lat,individual-local-identifier,year,month
4617,-110.386,24.696,2002MX-Bmu-00837,2002,3
4618,-110.503,24.597,2002MX-Bmu-00837,2002,3
4619,-110.51999999999998,24.5,2002MX-Bmu-00837,2002,3
4620,-110.405,24.849,2002MX-Bmu-00837,2002,3
4621,-110.39499999999998,22.683,2002MX-Bmu-00837,2002,4
4622,-111.856,23.032,2002MX-Bmu-00837,2002,4
4623,-112.12900000000002,23.363,2002MX-Bmu-00837,2002,4
4624,-112.7,23.93,2002MX-Bmu-00837,2002,4
4625,-113.5,25.941,2002MX-Bmu-00837,2002,4
4626,-112.88299999999998,25.706,2002MX-Bmu-00837,2002,4
4627,-113.143,25.976,2002MX-Bmu-00837,2002,4
4628,-114.977,27.507,2002MX-Bmu-00837,2002,4
4629,-115.26,27.885,2002MX-Bmu-00837,2002,4
4630,-115.507,28.197,2002MX-Bmu-00837,2002,4
4631,-115.62099999999998,28.928,2002MX-Bmu-00837,2002,4
4632,-114.76,28.144,2002MX-Bmu-00837,2002,4
4633,-115.25,28.383,2002MX-Bmu-00837,2002,4
4634,-115.668,28.346,2002MX-Bmu-00837,2002,4
4635,-115.607,26.02,2002MX-Bmu-00837,2002,4
4636,-114.498,25.48,2002MX-Bmu-00837,2002,4
4637,-114.37,25.481,2002MX-Bmu-00837,2002,4
4638,-114.558,25.741,2002MX-Bmu-00837,2002,4
4639,-113.917,25.356,2002MX-Bmu-00837,2002,4
4640,-113.522,24.954,2002MX-Bmu-00837,2002,4
4641,-113.488,24.925,2002MX-Bmu-00837,2002,4
4642,-113.559,25.174,2002MX-Bmu-00837,2002,4
4643,-112.324,25.084,2002MX-Bmu-00837,2002,5
4644,-112.048,24.301,2002MX-Bmu-00837,2002,5
4645,-112.072,24.102,2002MX-Bmu-00837,2002,5
4646,-111.635,23.539,2002MX-Bmu-00837,2002,5
4647,-111.446,23.239,2002MX-Bmu-00837,2002,5
4648,-110.87099999999998,23.388,2002MX-Bmu-00837,2002,5
4649,-110.338,23.424,2002MX-Bmu-00837,2002,5
4650,-110.647,23.676,2002MX-Bmu-00837,2002,5
4651,-110.775,23.526,2002MX-Bmu-00837,2002,5
4652,-110.572,23.329,2002MX-Bmu-00837,2002,5
4653,-110.423,23.409,2002MX-Bmu-00837,2002,5
4654,-110.72,23.076,2002MX-Bmu-00837,2002,5
4655,-110.838,23.258,2002MX-Bmu-00837,2002,5
4656,-110.929,23.328,2002MX-Bmu-00837,2002,5
4657,-112.202,23.851,2002MX-Bmu-00837,2002,5
4658,-112.394,24.195,2002MX-Bmu-00837,2002,5
4659,-113.451,25.666,2002MX-Bmu-00837,2002,5
4660,-113.43,25.682,2002MX-Bmu-00837,2002,5
4661,-113.628,25.834,2002MX-Bmu-00837,2002,5
4662,-113.683,25.954,2002MX-Bmu-00837,2002,5
4663,-113.59199999999998,25.999,2002MX-Bmu-00837,2002,5
4664,-113.79399999999998,25.961,2002MX-Bmu-00837,2002,5
4665,-113.96699999999998,26.739,2002MX-Bmu-00837,2002,5
4666,-114.055,26.868,2002MX-Bmu-00837,2002,5
4667,-114.063,26.866,2002MX-Bmu-00837,2002,5
4668,-116.20600000000002,30.302,2002MX-Bmu-00837,2002,5
4669,-116.59300000000002,30.929,2002MX-Bmu-00837,2002,5
4670,-116.56900000000002,31.103,2002MX-Bmu-00837,2002,5
4671,-116.602,31.128,2002MX-Bmu-00837,2002,5
4672,-116.757,31.417,2002MX-Bmu-00837,2002,5
4673,-116.79500000000002,31.542,2002MX-Bmu-00837,2002,5
4674,-116.774,31.583,2002MX-Bmu-00837,2002,5
4675,-117.002,31.872,2002MX-Bmu-00837,2002,5
4676,-116.961,31.982,2002MX-Bmu-00837,2002,5
4677,-118.116,32.515,2002MX-Bmu-00837,2002,5
4678,-117.926,33.041,2002MX-Bmu-00837,2002,5
4679,-117.95600000000002,33.244,2002MX-Bmu-00837,2002,5
4680,-118.281,32.578,2002MX-Bmu-00837,2002,5
4681,-116.81,31.619,2002MX-Bmu-00837,2002,5
4682,-116.53300000000002,31.031,2002MX-Bmu-00837,2002,6
4683,-116.059,30.092,2002MX-Bmu-00837,2002,6
4684,-115.953,30.034,2002MX-Bmu-00837,2002,6
4685,-115.888,29.777,2002MX-Bmu-00837,2002,6
4686,-115.832,29.722,2002MX-Bmu-00837,2002,6
4687,-116.72199999999998,28.576,2002MX-Bmu-00837,2002,6
4688,-115.36,28.619,2002MX-Bmu-00837,2002,6
4689,-115.381,28.508,2002MX-Bmu-00837,2002,6
4690,-115.634,28.454,2002MX-Bmu-00837,2002,6
4691,-115.321,28.592,2002MX-Bmu-00837,2002,6
4692,-115.248,28.364,2002MX-Bmu-00837,2002,6
4693,-115.305,28.212,2002MX-Bmu-00837,2002,6
4694,-115.107,28.801,2002MX-Bmu-00837,2002,6
4695,-116.03199999999998,30.354,2002MX-Bmu-00837,2002,6
4696,-116.315,30.737,2002MX-Bmu-00837,2002,6
4697,-116.752,31.686,2002MX-Bmu-00837,2002,6
4698,-116.899,31.868,2002MX-Bmu-00837,2002,6
4699,-116.893,31.952,2002MX-Bmu-00837,2002,6
4700,-116.94299999999998,32.025,2002MX-Bmu-00837,2002,6
4701,-117.047,32.095,2002MX-Bmu-00837,2002,6
4702,-116.94799999999998,32.169,2002MX-Bmu-00837,2002,6
4703,-116.976,32.185,2002MX-Bmu-00837,2002,6
4704,-117.07999999999998,32.11,2002MX-Bmu-00837,2002,6
4705,-117.27800000000002,32.093,2002MX-Bmu-00837,2002,6
4706,-117.252,32.243,2002MX-Bmu-00837,2002,6
4707,-116.809,31.956,2002MX-Bmu-00837,2002,6
4708,-116.89,31.613,2002MX-Bmu-00837,2002,6
4709,-117.026,30.814,2002MX-Bmu-00837,2002,6
4710,-117.38299999999998,31.377,2002MX-Bmu-00837,2002,6
