location-long,location-lat,individual-local-identifier,year,month
-94.255,9.056,2000CA-Bmu-01390,2001,1
-94.20499999999998,9.053,2000CA-Bmu-01390,2001,1
-95.488,7.842,2000CA-Bmu-01390,2001,1
-95.488,7.842,2000CA-Bmu-01390,2001,1
-95.221,7.773,2000CA-Bmu-01390,2001,1
-94.45299999999996,8.664,2000CA-Bmu-01390,2001,1
-95.14499999999998,8.029,2000CA-Bmu-01390,2001,1
-95.15499999999996,7.904,2000CA-Bmu-01390,2001,1
-95.115,7.884,2000CA-Bmu-01390,2001,1
-96.30599999999998,7.0,2000CA-Bmu-01390,2001,1
-95.47000000000004,7.848,2000CA-Bmu-01390,2001,1
-95.67399999999998,8.371,2000CA-Bmu-01390,2001,1
-95.88299999999998,8.322,2000CA-Bmu-01390,2001,1
-96.031,8.565,2000CA-Bmu-01390,2001,1
-95.65300000000002,9.134,2000CA-Bmu-01390,2001,1
-95.21699999999998,8.314,2000CA-Bmu-01390,2001,1
-95.675,8.306,2000CA-Bmu-01390,2001,1
-95.791,8.509,2000CA-Bmu-01390,2001,1
-96.31,8.382,2000CA-Bmu-01390,2001,1
-95.89600000000002,8.341,2000CA-Bmu-01390,2001,1
-95.83299999999996,8.606,2000CA-Bmu-01390,2001,1
-96.264,8.56,2000CA-Bmu-01390,2001,1
-96.337,8.453,2000CA-Bmu-01390,2001,1
-96.438,8.381,2000CA-Bmu-01390,2001,1
-96.137,8.63,2000CA-Bmu-01390,2001,1
-96.628,8.341,2000CA-Bmu-01390,2001,1
-96.627,8.376,2000CA-Bmu-01390,2001,1
-95.86900000000004,8.438,2000CA-Bmu-01390,2001,1
-97.168,8.112,2000CA-Bmu-01390,2001,1
-96.901,8.12,2000CA-Bmu-01390,2001,1
-96.98900000000005,8.334,2000CA-Bmu-01390,2001,1
-96.64999999999998,8.276,2000CA-Bmu-01390,2001,1
-97.33299999999996,8.288,2000CA-Bmu-01390,2001,1
-97.18099999999998,8.123,2000CA-Bmu-01390,2001,1
-97.34300000000002,8.391,2000CA-Bmu-01390,2001,2
-97.358,8.337,2000CA-Bmu-01390,2001,2
-97.322,8.312,2000CA-Bmu-01390,2001,2
-98.70799999999996,8.777,2000CA-Bmu-01390,2001,2
-97.113,8.444,2000CA-Bmu-01390,2001,2
-97.44799999999998,8.066,2000CA-Bmu-01390,2001,2
-99.39100000000002,7.018,2000CA-Bmu-01390,2001,2
-97.712,7.771,2000CA-Bmu-01390,2001,2
-97.54899999999998,7.51,2000CA-Bmu-01390,2001,2
-97.801,7.63,2000CA-Bmu-01390,2001,2
-97.844,7.517,2000CA-Bmu-01390,2001,2
-97.971,7.636,2000CA-Bmu-01390,2001,2
-97.65699999999998,7.546,2000CA-Bmu-01390,2001,2
-98.163,8.449,2000CA-Bmu-01390,2001,2
-97.596,7.562,2000CA-Bmu-01390,2001,2
-96.96299999999997,7.694,2000CA-Bmu-01390,2001,2
-92.969,4.606,2000CA-Bmu-01390,2001,2
-96.716,7.371,2000CA-Bmu-01390,2001,2
-97.18099999999998,6.98,2000CA-Bmu-01390,2001,2
-97.11199999999997,7.028,2000CA-Bmu-01390,2001,2
-97.358,7.24,2000CA-Bmu-01390,2001,2
-96.961,7.089,2000CA-Bmu-01390,2001,2
-96.921,7.196,2000CA-Bmu-01390,2001,2
-96.591,7.175,2000CA-Bmu-01390,2001,2
-96.736,7.664,2000CA-Bmu-01390,2001,2
-97.144,7.894,2000CA-Bmu-01390,2001,2
-97.216,8.056,2000CA-Bmu-01390,2001,2
-97.43600000000004,8.243,2000CA-Bmu-01390,2001,2
-97.512,7.843,2000CA-Bmu-01390,2001,2
-97.245,8.018,2000CA-Bmu-01390,2001,2
-97.45799999999996,8.21,2000CA-Bmu-01390,2001,2
-97.79899999999998,8.61,2000CA-Bmu-01390,2001,2
-97.976,8.563,2000CA-Bmu-01390,2001,2
-97.858,8.863,2000CA-Bmu-01390,2001,2
-98.02300000000002,8.574,2000CA-Bmu-01390,2001,2
-97.92700000000002,9.149,2000CA-Bmu-01390,2001,2
-98.18600000000004,9.307,2000CA-Bmu-01390,2001,2
-97.95799999999996,9.084,2000CA-Bmu-01390,2001,3
-98.094,9.136,2000CA-Bmu-01390,2001,3
-97.85399999999998,8.007,2000CA-Bmu-01390,2001,3
-97.993,7.914,2000CA-Bmu-01390,2001,3
-97.236,10.107,2000CA-Bmu-01390,2001,3
-96.116,9.218,2000CA-Bmu-01390,2001,3
-96.42399999999998,9.307,2000CA-Bmu-01390,2001,3
-96.625,9.554,2000CA-Bmu-01390,2001,3
-96.116,9.557,2000CA-Bmu-01390,2001,3
-96.187,9.549,2000CA-Bmu-01390,2001,3
-97.20499999999998,8.526,2000CA-Bmu-01390,2001,3
-94.173,10.484,2000CA-Bmu-01390,2001,3
-94.06600000000005,9.922,2000CA-Bmu-01390,2001,3
-94.06600000000005,9.625,2000CA-Bmu-01390,2001,3
-98.65699999999998,8.112,2000CA-Bmu-01390,2001,3
-93.634,7.809,2000CA-Bmu-01390,2001,3
-92.474,8.51,2000CA-Bmu-01390,2001,3
-92.106,8.851,2000CA-Bmu-01390,2001,3
-94.786,10.425,2000CA-Bmu-01390,2001,4
-94.51,10.192,2000CA-Bmu-01390,2001,4
-93.723,10.762,2000CA-Bmu-01390,2001,4
-93.973,8.352,2000CA-Bmu-01390,2001,4
-91.41500000000002,10.255,2000CA-Bmu-01390,2001,4
-93.27800000000002,8.814,2000CA-Bmu-01390,2001,4
-93.348,9.123,2000CA-Bmu-01390,2001,4
-93.514,8.813,2000CA-Bmu-01390,2001,5
-93.95,8.752,2000CA-Bmu-01390,2001,5
-93.57,7.799,2000CA-Bmu-01390,2001,5
-93.704,7.991,2000CA-Bmu-01390,2001,5
-94.45,8.279,2000CA-Bmu-01390,2001,5
-93.99,8.144,2000CA-Bmu-01390,2001,5
-94.779,8.224,2000CA-Bmu-01390,2001,5
-93.99,10.229,2000CA-Bmu-01390,2001,5
-94.43899999999996,8.336,2000CA-Bmu-01390,2001,5
-94.51099999999995,8.457,2000CA-Bmu-01390,2001,5
-95.038,7.642,2000CA-Bmu-01390,2001,5
-96.507,8.141,2000CA-Bmu-01390,2001,5
-96.71699999999998,10.322,2000CA-Bmu-01390,2001,5
-97.493,11.213,2000CA-Bmu-01390,2001,5
-97.76,11.731,2000CA-Bmu-01390,2001,5
-97.998,12.256,2000CA-Bmu-01390,2001,5
-98.73199999999996,12.774,2000CA-Bmu-01390,2001,5
-99.735,13.512,2000CA-Bmu-01390,2001,5
-102.79500000000002,15.744,2000CA-Bmu-01390,2001,6
-109.702,22.2,2000CA-Bmu-01390,2001,6
-111.816,23.75,2000CA-Bmu-01390,2001,6
-116.154,29.024,2000CA-Bmu-01390,2001,6
-121.064,34.298,2000CA-Bmu-01390,2001,7
-120.861,34.338,2000CA-Bmu-01390,2001,7
-122.852,37.72,2000CA-Bmu-10823,2000,10
-123.333,37.151,2000CA-Bmu-10823,2000,10
-122.917,37.782,2000CA-Bmu-10823,2000,10
-122.857,37.707,2000CA-Bmu-10825,2000,10
-123.001,36.718,2000CA-Bmu-10825,2000,10
-123.90800000000002,36.384,2000CA-Bmu-10825,2000,10
-122.531,37.341,2000CA-Bmu-10825,2000,10
-123.66899999999998,38.709,2000CA-Bmu-10825,2000,10
-123.32,38.56,2000CA-Bmu-10825,2000,10
-123.649,38.654,2000CA-Bmu-10825,2000,10
-123.78300000000002,38.517,2000CA-Bmu-10825,2000,10
-124.036,39.016,2000CA-Bmu-10825,2000,10
-123.344,38.224,2000CA-Bmu-10825,2000,10
-123.058,37.973,2000CA-Bmu-10825,2000,10
-123.126,38.132,2000CA-Bmu-10825,2000,10
-123.60399999999998,38.605,2000CA-Bmu-10825,2000,10
-123.77800000000002,38.274,2000CA-Bmu-10825,2000,10
-123.692,38.558,2000CA-Bmu-10825,2000,10
-123.53,38.441,2000CA-Bmu-10825,2000,10
-123.393,38.559,2000CA-Bmu-10825,2000,10
-123.48399999999998,38.378,2000CA-Bmu-10825,2000,10
-123.583,38.668,2000CA-Bmu-10825,2000,10
-123.167,38.04,2000CA-Bmu-10825,2000,10
-123.27800000000002,38.142,2000CA-Bmu-10825,2000,10
-123.10399999999998,38.169,2000CA-Bmu-10825,2000,10
-123.291,38.068,2000CA-Bmu-10825,2000,10
-123.66,37.787,2000CA-Bmu-10825,2000,10
-122.99200000000002,37.691,2000CA-Bmu-10827,2000,10
-123.06,37.749,2000CA-Bmu-10827,2000,10
-123.47,37.723,2000CA-Bmu-10827,2000,10
-124.962,38.112,2000CA-Bmu-10827,2000,10
-123.768,37.635,2000CA-Bmu-10827,2000,10
-123.13299999999998,37.666,2000CA-Bmu-10827,2000,10
-122.993,37.614,2000CA-Bmu-10827,2000,10
-123.163,37.555,2000CA-Bmu-10828,2000,10
-122.841,37.579,2000CA-Bmu-10828,2000,10
-123.084,37.523,2000CA-Bmu-10828,2000,10
-122.96800000000002,37.556,2000CA-Bmu-10828,2000,10
-123.67000000000002,37.553,2000CA-Bmu-10828,2000,10
-123.525,38.03,2000CA-Bmu-10828,2000,10
-123.889,38.265,2000CA-Bmu-10828,2000,10
-122.675,37.076,2000CA-Bmu-10828,2000,10
-122.745,37.2,2000CA-Bmu-10828,2000,10
-122.399,36.991,2000CA-Bmu-10828,2000,10
-122.77100000000002,37.14,2000CA-Bmu-10828,2000,10
-123.86700000000002,36.567,2000CA-Bmu-10828,2000,10
-124.082,36.766,2000CA-Bmu-10828,2000,10
-119.15800000000002,31.923,2000CA-Bmu-10828,2000,10
-118.09199999999998,30.851,2000CA-Bmu-10828,2000,10
-115.061,27.283,2000CA-Bmu-10828,2000,11
-110.083,22.942,2000CA-Bmu-10828,2000,11
-112.535,21.545,2000CA-Bmu-10828,2000,11
-113.434,19.988,2000CA-Bmu-10828,2000,11
-100.526,9.833,2000CA-Bmu-10828,2000,12
-112.913,24.674,2000CA-Bmu-10832,2000,11
-112.75400000000002,24.594,2000CA-Bmu-10832,2000,11
-111.999,24.664,2000CA-Bmu-10832,2000,11
-111.959,23.411,2000CA-Bmu-10832,2000,11
-111.846,23.623,2000CA-Bmu-10832,2000,11
-111.865,23.598,2000CA-Bmu-10832,2000,11
-111.862,23.625,2000CA-Bmu-10832,2000,11
-111.673,23.57,2000CA-Bmu-10832,2000,11
-111.671,23.275,2000CA-Bmu-10832,2000,11
-112.094,23.362,2000CA-Bmu-10832,2000,11
-110.952,20.759,2000CA-Bmu-10832,2000,11
-109.018,18.408,2000CA-Bmu-10832,2000,11
-108.225,17.302,2000CA-Bmu-10832,2000,11
-107.801,17.026,2000CA-Bmu-10832,2000,11
-107.73399999999998,16.9,2000CA-Bmu-10832,2000,11
-107.43099999999998,16.672,2000CA-Bmu-10832,2000,11
-105.613,15.012,2000CA-Bmu-10832,2000,12
-104.013,14.461,2000CA-Bmu-10832,2000,12
-102.34300000000002,13.395,2000CA-Bmu-10832,2000,12
-101.24,12.613,2000CA-Bmu-10832,2000,12
-99.95,10.32,2000CA-Bmu-10832,2000,12
-100.019,10.087,2000CA-Bmu-10832,2000,12
-99.933,9.71,2000CA-Bmu-10832,2000,12
-99.868,9.355,2000CA-Bmu-10832,2000,12
-100.14600000000002,9.508,2000CA-Bmu-10832,2000,12
-100.51999999999998,9.036,2000CA-Bmu-10832,2000,12
-99.93600000000004,8.917,2000CA-Bmu-10832,2000,12
-99.44100000000005,8.901,2000CA-Bmu-10832,2000,12
-99.622,8.849,2000CA-Bmu-10832,2000,12
-99.921,8.827,2000CA-Bmu-10832,2000,12
-99.59699999999998,8.699,2000CA-Bmu-10832,2000,12
-98.101,8.93,2000CA-Bmu-10832,2000,12
-97.30899999999995,8.646,2000CA-Bmu-10832,2000,12
-97.65300000000002,8.621,2000CA-Bmu-10832,2000,12
-97.45999999999998,8.622,2000CA-Bmu-10832,2000,12
-97.25799999999998,9.704,2000CA-Bmu-10832,2001,1
-95.25400000000002,9.603,2000CA-Bmu-10832,2001,1
-95.418,10.236,2000CA-Bmu-10832,2001,1
-95.94600000000004,9.999,2000CA-Bmu-10832,2001,1
-96.082,9.291,2000CA-Bmu-10832,2001,1
-96.31100000000004,9.242,2000CA-Bmu-10832,2001,1
-96.27100000000002,9.301,2000CA-Bmu-10832,2001,1
-96.19100000000005,9.269,2000CA-Bmu-10832,2001,1
-96.378,9.066,2000CA-Bmu-10832,2001,1
-97.14999999999998,8.615,2000CA-Bmu-10832,2001,1
-97.07600000000002,8.496,2000CA-Bmu-10832,2001,1
-97.026,8.568,2000CA-Bmu-10832,2001,1
-97.29399999999998,8.653,2000CA-Bmu-10832,2001,1
-97.36,8.581,2000CA-Bmu-10832,2001,1
-97.94400000000002,8.681,2000CA-Bmu-10832,2001,1
-97.461,8.586,2000CA-Bmu-10832,2001,1
-98.78199999999998,8.524,2000CA-Bmu-10832,2001,1
-98.139,8.403,2000CA-Bmu-10832,2001,1
-98.07999999999998,8.15,2000CA-Bmu-10832,2001,1
-97.58799999999997,8.361,2000CA-Bmu-10832,2001,1
-97.425,8.193,2000CA-Bmu-10832,2001,1
-98.108,7.888,2000CA-Bmu-10832,2001,2
-98.03300000000002,7.568,2000CA-Bmu-10832,2001,2
-97.661,8.424,2000CA-Bmu-10832,2001,2
-98.038,8.789,2000CA-Bmu-10832,2001,2
-97.916,8.771,2000CA-Bmu-10832,2001,2
-98.51,8.279,2000CA-Bmu-10832,2001,2
-98.64499999999998,8.274,2000CA-Bmu-10832,2001,2
-99.572,8.386,2000CA-Bmu-10832,2001,2
-99.594,8.368,2000CA-Bmu-10832,2001,2
-99.45,8.589,2000CA-Bmu-10832,2001,2
-100.529,8.62,2000CA-Bmu-10832,2001,2
-100.70600000000002,8.716,2000CA-Bmu-10832,2001,2
-100.753,8.967,2000CA-Bmu-10832,2001,2
-102.20600000000002,7.751,2000CA-Bmu-10832,2001,2
-101.094,8.901,2000CA-Bmu-10832,2001,2
-101.207,8.918,2000CA-Bmu-10832,2001,2
-100.926,9.06,2000CA-Bmu-10832,2001,2
-101.39600000000002,8.989,2000CA-Bmu-10832,2001,2
-101.54200000000004,9.237,2000CA-Bmu-10832,2001,2
-101.46299999999997,9.065,2000CA-Bmu-10832,2001,2
-101.64600000000002,9.161,2000CA-Bmu-10832,2001,2
-101.77800000000002,9.065,2000CA-Bmu-10832,2001,2
-101.69299999999998,9.043,2000CA-Bmu-10832,2001,2
-101.613,9.321,2000CA-Bmu-10832,2001,2
-101.71500000000005,9.192,2000CA-Bmu-10832,2001,2
-101.63,9.166,2000CA-Bmu-10832,2001,2
-101.389,9.375,2000CA-Bmu-10832,2001,2
-101.572,9.295,2000CA-Bmu-10832,2001,2
-101.574,9.37,2000CA-Bmu-10832,2001,2
-101.70499999999998,9.467,2000CA-Bmu-10832,2001,2
-101.616,9.486,2000CA-Bmu-10832,2001,2
-101.599,9.411,2000CA-Bmu-10832,2001,2
-101.76600000000002,9.332,2000CA-Bmu-10832,2001,2
-101.92000000000002,9.672,2000CA-Bmu-10832,2001,2
-101.95100000000002,9.395,2000CA-Bmu-10832,2001,3
-101.973,9.421,2000CA-Bmu-10832,2001,3
-102.046,9.371,2000CA-Bmu-10832,2001,3
-102.03499999999995,9.446,2000CA-Bmu-10832,2001,3
-102.31799999999998,9.327,2000CA-Bmu-10832,2001,3
-102.688,8.784,2000CA-Bmu-10832,2001,3
-101.836,9.173,2000CA-Bmu-10832,2001,3
-101.786,9.185,2000CA-Bmu-10832,2001,3
-101.789,9.299,2000CA-Bmu-10832,2001,3
-101.769,9.227,2000CA-Bmu-10832,2001,3
-101.58299999999996,9.359,2000CA-Bmu-10832,2001,3
-102.065,9.201,2000CA-Bmu-10832,2001,3
-101.998,9.246,2000CA-Bmu-10832,2001,3
-101.885,9.277,2000CA-Bmu-10832,2001,3
-101.86199999999997,9.268,2000CA-Bmu-10832,2001,3
-102.35399999999998,8.759,2000CA-Bmu-10832,2001,3
-102.04200000000004,9.237,2000CA-Bmu-10832,2001,3
-101.724,9.086,2000CA-Bmu-10832,2001,3
-101.85500000000002,9.191,2000CA-Bmu-10832,2001,3
-101.98900000000005,9.092,2000CA-Bmu-10832,2001,3
-102.14,8.894,2000CA-Bmu-10832,2001,3
-102.20100000000002,8.876,2000CA-Bmu-10832,2001,3
-101.95999999999998,8.629,2000CA-Bmu-10832,2001,3
-102.06100000000004,8.699,2000CA-Bmu-10832,2001,3
-102.06600000000005,8.533,2000CA-Bmu-10832,2001,3
-101.80200000000002,8.698,2000CA-Bmu-10832,2001,3
-102.048,8.721,2000CA-Bmu-10832,2001,3
-101.89800000000002,8.433,2000CA-Bmu-10832,2001,3
-102.11400000000005,8.458,2000CA-Bmu-10832,2001,3
-101.909,8.344,2000CA-Bmu-10832,2001,3
-102.04700000000004,8.369,2000CA-Bmu-10832,2001,3
-102.00599999999996,8.376,2000CA-Bmu-10832,2001,3
-101.743,8.05,2000CA-Bmu-10832,2001,3
-102.13,8.228,2000CA-Bmu-10832,2001,3
-102.41200000000003,8.017,2000CA-Bmu-10832,2001,3
-102.13800000000003,8.066,2000CA-Bmu-10832,2001,3
-102.209,8.221,2000CA-Bmu-10832,2001,3
-102.185,8.086,2000CA-Bmu-10832,2001,3
-102.43,8.037,2000CA-Bmu-10832,2001,3
-102.349,7.977,2000CA-Bmu-10832,2001,3
-102.572,7.895,2000CA-Bmu-10832,2001,3
-102.58299999999996,7.886,2000CA-Bmu-10832,2001,3
-102.926,7.85,2000CA-Bmu-10832,2001,3
-102.65300000000002,7.751,2000CA-Bmu-10832,2001,3
-103.128,7.972,2000CA-Bmu-10832,2001,3
-102.84199999999998,8.261,2000CA-Bmu-10832,2001,3
-103.221,7.895,2000CA-Bmu-10832,2001,3
-102.877,7.754,2000CA-Bmu-10832,2001,3
-103.087,7.948,2000CA-Bmu-10832,2001,3
-102.94100000000005,7.648,2000CA-Bmu-10832,2001,3
-103.038,7.796,2000CA-Bmu-10832,2001,3
-103.82,7.29,2000CA-Bmu-10832,2001,3
-103.05200000000002,7.661,2000CA-Bmu-10832,2001,3
-102.99400000000004,7.583,2000CA-Bmu-10832,2001,3
-103.32299999999998,7.539,2000CA-Bmu-10832,2001,3
-103.707,7.452,2000CA-Bmu-10832,2001,3
-103.058,7.537,2000CA-Bmu-10832,2001,3
-103.02300000000002,7.548,2000CA-Bmu-10832,2001,3
-102.85899999999998,7.439,2000CA-Bmu-10832,2001,3
-102.82299999999998,7.837,2000CA-Bmu-10832,2001,3
-103.009,7.267,2000CA-Bmu-10832,2001,3
-103.12599999999998,7.409,2000CA-Bmu-10832,2001,3
-103.33100000000002,7.26,2000CA-Bmu-10832,2001,3
-103.349,7.155,2000CA-Bmu-10832,2001,3
-103.132,7.127,2000CA-Bmu-10832,2001,3
-103.111,7.059,2000CA-Bmu-10832,2001,3
-103.248,7.026,2000CA-Bmu-10832,2001,3
-103.303,7.134,2000CA-Bmu-10832,2001,3
-103.24,6.993,2000CA-Bmu-10832,2001,3
-103.33100000000002,6.952,2000CA-Bmu-10832,2001,3
-103.454,7.032,2000CA-Bmu-10832,2001,3
-103.221,6.985,2000CA-Bmu-10832,2001,4
-102.853,7.158,2000CA-Bmu-10832,2001,4
-102.35199999999998,7.046,2000CA-Bmu-10832,2001,4
-103.062,7.204,2000CA-Bmu-10832,2001,4
-102.87400000000002,7.377,2000CA-Bmu-10832,2001,4
-102.861,7.363,2000CA-Bmu-10832,2001,4
-103.149,7.332,2000CA-Bmu-10832,2001,4
-103.04399999999998,7.211,2000CA-Bmu-10832,2001,4
-102.834,7.414,2000CA-Bmu-10832,2001,4
-102.736,7.609,2000CA-Bmu-10832,2001,4
-102.58299999999996,8.024,2000CA-Bmu-10832,2001,4
-102.01999999999998,8.056,2000CA-Bmu-10832,2001,4
-101.94100000000005,8.25,2000CA-Bmu-10832,2001,4
-102.07100000000004,7.726,2000CA-Bmu-10832,2001,4
-102.375,7.502,2000CA-Bmu-10832,2001,4
-102.115,7.743,2000CA-Bmu-10832,2001,4
-102.055,7.679,2000CA-Bmu-10832,2001,4
-102.54700000000004,8.445,2000CA-Bmu-10832,2001,4
-101.921,7.617,2000CA-Bmu-10832,2001,4
-101.57100000000004,7.508,2000CA-Bmu-10832,2001,4
-102.41500000000002,8.08,2000CA-Bmu-10832,2001,4
-101.752,7.457,2000CA-Bmu-10832,2001,4
-101.70499999999998,7.702,2000CA-Bmu-10832,2001,4
-101.652,7.553,2000CA-Bmu-10832,2001,4
-101.616,7.576,2000CA-Bmu-10832,2001,4
-102.07100000000004,7.439,2000CA-Bmu-10832,2001,4
-101.663,7.366,2000CA-Bmu-10832,2001,4
-101.791,7.456,2000CA-Bmu-10832,2001,4
-101.935,7.513,2000CA-Bmu-10832,2001,4
-101.897,7.521,2000CA-Bmu-10832,2001,4
-101.762,7.342,2000CA-Bmu-10832,2001,4
-101.997,7.572,2000CA-Bmu-10832,2001,4
-101.59500000000004,7.386,2000CA-Bmu-10832,2001,4
-101.53700000000003,7.193,2000CA-Bmu-10832,2001,4
-101.70999999999998,7.165,2000CA-Bmu-10832,2001,4
-101.61400000000005,7.188,2000CA-Bmu-10832,2001,4
-101.099,6.984,2000CA-Bmu-10832,2001,4
-101.89600000000002,7.216,2000CA-Bmu-10832,2001,4
-101.036,6.87,2000CA-Bmu-10832,2001,4
-101.78499999999995,6.96,2000CA-Bmu-10832,2001,4
-101.57600000000002,6.921,2000CA-Bmu-10832,2001,4
-101.803,7.19,2000CA-Bmu-10832,2001,4
-101.889,7.151,2000CA-Bmu-10832,2001,4
-102.252,7.019,2000CA-Bmu-10832,2001,4
-101.866,7.089,2000CA-Bmu-10832,2001,4
-101.87099999999998,7.157,2000CA-Bmu-10832,2001,4
-101.687,6.987,2000CA-Bmu-10832,2001,4
-101.916,7.297,2000CA-Bmu-10832,2001,4
-101.82999999999998,7.153,2000CA-Bmu-10832,2001,4
-102.02800000000002,7.121,2000CA-Bmu-10832,2001,4
-102.01,7.399,2000CA-Bmu-10832,2001,4
-102.238,7.607,2000CA-Bmu-10832,2001,4
-102.072,7.69,2000CA-Bmu-10832,2001,5
-102.13099999999996,7.957,2000CA-Bmu-10832,2001,5
-102.93099999999998,8.085,2000CA-Bmu-10832,2001,5
-102.361,7.805,2000CA-Bmu-10832,2001,5
-101.37599999999998,8.703,2000CA-Bmu-10832,2001,5
-102.36199999999997,8.042,2000CA-Bmu-10832,2001,5
-102.238,7.876,2000CA-Bmu-10832,2001,5
-102.61199999999997,8.3,2000CA-Bmu-10832,2001,5
-102.92200000000004,8.025,2000CA-Bmu-10832,2001,5
-103.099,8.269,2000CA-Bmu-10832,2001,5
-103.327,8.067,2000CA-Bmu-10832,2001,5
-101.512,7.959,2000CA-Bmu-10832,2001,5
-102.589,8.035,2000CA-Bmu-10832,2001,5
-103.483,8.519,2000CA-Bmu-10832,2001,5
-103.95799999999996,8.683,2000CA-Bmu-10832,2001,5
-104.822,10.267,2000CA-Bmu-10832,2001,5
-105.3,10.724,2000CA-Bmu-10832,2001,5
-105.753,11.113,2000CA-Bmu-10832,2001,5
-106.122,11.495,2000CA-Bmu-10832,2001,5
-106.84699999999998,12.335,2000CA-Bmu-10832,2001,5
-106.792,12.293,2000CA-Bmu-10832,2001,5
-107.877,13.379,2000CA-Bmu-10832,2001,5
-108.762,15.1,2000CA-Bmu-10832,2001,5
-109.022,15.498,2000CA-Bmu-10832,2001,5
-108.797,16.22,2000CA-Bmu-10832,2001,5
-110.311,19.565,2000CA-Bmu-10832,2001,5
-110.188,19.808,2000CA-Bmu-10832,2001,5
-109.949,20.462,2000CA-Bmu-10832,2001,5
-109.868,20.42,2000CA-Bmu-10832,2001,5
-110.42700000000002,21.236,2000CA-Bmu-10832,2001,5
-110.47,21.14,2000CA-Bmu-10832,2001,5
-110.599,21.778,2000CA-Bmu-10832,2001,5
-110.619,21.763,2000CA-Bmu-10832,2001,5
-110.952,22.13,2000CA-Bmu-10832,2001,5
-111.6,22.202,2000CA-Bmu-10832,2001,5
-111.45999999999998,22.588,2000CA-Bmu-10832,2001,5
-111.989,22.475,2000CA-Bmu-10832,2001,5
-111.872,22.365,2000CA-Bmu-10832,2001,5
-111.73399999999998,22.198,2000CA-Bmu-10832,2001,5
-111.598,22.4,2000CA-Bmu-10832,2001,5
-111.553,23.24,2000CA-Bmu-10832,2001,5
-111.381,23.729,2000CA-Bmu-10832,2001,5
-111.279,23.724,2000CA-Bmu-10832,2001,5
-111.515,24.042,2000CA-Bmu-10832,2001,5
-112.586,24.702,2000CA-Bmu-10832,2001,5
-112.805,25.333,2000CA-Bmu-10832,2001,6
-113.87900000000002,26.491,2000CA-Bmu-10832,2001,6
-114.162,26.595,2000CA-Bmu-10832,2001,6
-115.643,28.177,2000CA-Bmu-10832,2001,6
-115.89499999999998,28.143,2000CA-Bmu-10832,2001,6
-115.952,29.39,2000CA-Bmu-10832,2001,6
-116.037,29.465,2000CA-Bmu-10832,2001,6
-116.24200000000002,29.355,2000CA-Bmu-10832,2001,6
-115.89600000000002,29.506,2000CA-Bmu-10832,2001,6
-116.616,29.34,2000CA-Bmu-10832,2001,6
-116.203,29.422,2000CA-Bmu-10832,2001,6
-115.826,29.414,2000CA-Bmu-10832,2001,6
-115.88,29.45,2000CA-Bmu-10832,2001,6
-115.826,29.388,2000CA-Bmu-10832,2001,6
-115.785,29.375,2000CA-Bmu-10832,2001,6
-115.83100000000002,29.341,2000CA-Bmu-10832,2001,6
-115.868,29.763,2000CA-Bmu-10832,2001,6
-116.922,30.426,2000CA-Bmu-10832,2001,6
-117.159,30.456,2000CA-Bmu-10832,2001,6
-117.35899999999998,30.514,2000CA-Bmu-10832,2001,6
-117.08100000000002,30.497,2000CA-Bmu-10832,2001,6
-116.529,31.055,2000CA-Bmu-10832,2001,6
-117.311,30.435,2000CA-Bmu-10832,2001,6
-117.316,30.234,2000CA-Bmu-10832,2001,6
-117.265,30.283,2000CA-Bmu-10832,2001,6
-117.025,30.583,2000CA-Bmu-10832,2001,6
-117.426,30.432,2000CA-Bmu-10832,2001,6
-116.804,31.072,2000CA-Bmu-10832,2001,6
-117.211,31.376,2000CA-Bmu-10832,2001,6
-117.164,31.316,2000CA-Bmu-10832,2001,6
-117.308,31.23,2000CA-Bmu-10832,2001,6
-116.808,31.513,2000CA-Bmu-10832,2001,6
-117.14100000000002,31.205,2000CA-Bmu-10832,2001,6
-117.691,30.888,2000CA-Bmu-10832,2001,6
-116.963,31.407,2000CA-Bmu-10832,2001,6
-117.82299999999998,32.375,2000CA-Bmu-10832,2001,6
-118.04000000000002,32.231,2000CA-Bmu-10832,2001,6
-118.983,33.892,2000CA-Bmu-10832,2001,7
-119.457,33.676,2000CA-Bmu-10832,2001,7
-119.341,33.338,2000CA-Bmu-10832,2001,7
-119.264,33.801,2000CA-Bmu-10832,2001,7
-119.387,33.309,2000CA-Bmu-10832,2001,7
-119.815,33.379,2000CA-Bmu-10832,2001,7
-120.421,33.341,2000CA-Bmu-10832,2001,7
-120.725,32.278,2000CA-Bmu-10832,2001,7
-122.962,37.73,2000CA-Bmu-23029,2000,10
-123.375,37.446,2000CA-Bmu-23029,2000,10
-122.65,37.149,2000CA-Bmu-23029,2000,10
-123.494,37.72,2000CA-Bmu-23029,2000,10
-123.094,37.329,2000CA-Bmu-23029,2000,10
-123.168,37.767,2000CA-Bmu-23029,2000,10
-124.115,37.847,2000CA-Bmu-23029,2000,10
-122.974,37.788,2000CA-Bmu-23029,2000,10
-122.882,37.506,2000CA-Bmu-23029,2000,10
-122.61,37.524,2000CA-Bmu-23029,2000,10
-125.247,37.076,2000CA-Bmu-23029,2000,10
-122.92000000000002,37.529,2000CA-Bmu-23029,2000,10
-122.65,37.172,2000CA-Bmu-23029,2000,10
-122.43099999999998,37.144,2000CA-Bmu-23029,2000,10
