,location-long,location-lat,argos:lat1,argos:lat2,argos:lon1,argos:lon2,individual-local-identifier,time,year,month
4367,-110.897,25.695,25.695,26.251,-110.897,-108.298,2001MX-Bmu-10831,02:24:47,2001,3
4368,-111.001,27.056,27.056,30.373,-111.001,-94.403,2001MX-Bmu-10831,23:33:52,2001,3
4369,-110.23399999999998,25.319,25.319,20.952,-110.234,-89.81,2001MX-Bmu-10831,11:56:48,2001,3
4370,-110.76999999999998,25.819,25.819,28.229,-110.77,-99.733,2001MX-Bmu-10831,23:29:37,2001,4
4371,-110.815,25.748,25.748,27.598,-110.815,-102.071,2001MX-Bmu-10831,02:11:21,2001,4
4372,-112.418,24.431,24.431,24.699,-112.418,-111.142,2001MX-Bmu-10831,02:31:00,2001,4
4373,-113.238,26.3,26.3,29.442,-113.238,-99.245,2001MX-Bmu-10831,23:40:41,2001,5
4374,-113.256,26.456,26.456,30.463,-113.256,-94.357,2001MX-Bmu-10831,23:40:58,2001,5
4375,-113.31,26.473,26.473,30.052,-113.31,-96.086,2001MX-Bmu-10831,02:00:25,2001,5
4376,-113.138,26.474,26.474,31.578,-113.138,-89.651,2001MX-Bmu-10831,23:18:32,2001,5
4377,-115.38299999999998,25.575,25.575,26.953,-115.383,-109.538,2001MX-Bmu-10831,02:35:25,2001,5
4378,-113.284,26.19,26.19,24.248,-113.284,-104.058,2001MX-Bmu-10831,12:31:46,2001,5
4379,-113.149,26.388,26.388,32.734,-113.149,-83.793,2001MX-Bmu-10831,23:08:29,2001,5
4380,-113.59300000000002,26.114,26.114,30.536,-113.593,-131.091,2001MX-Bmu-10831,15:46:53,2001,5
4381,-112.643,24.688,24.688,26.814,-112.643,-122.813,2001MX-Bmu-10831,15:27:52,2001,5
4382,-112.497,23.946,23.946,26.423,-112.497,-101.425,2001MX-Bmu-10831,23:54:12,2001,5
4383,-111.223,23.342,23.342,25.208,-111.223,-103.025,2001MX-Bmu-10831,23:49:01,2001,5
4384,-111.04399999999998,22.479,22.479,20.738,-111.044,-103.362,2001MX-Bmu-10831,12:16:00,2001,5
4385,-109.747,20.973,20.973,25.609,-109.747,-131.697,2001MX-Bmu-10831,15:39:48,2001,5
4386,-109.36,20.755,20.755,24.685,-109.36,-91.773,2001MX-Bmu-10831,23:23:12,2001,5
4387,-109.298,20.67,20.67,18.171,-109.298,-120.916,2001MX-Bmu-10831,02:47:18,2001,5
4388,-108.20499999999998,20.786,20.786,19.544,-108.205,-111.831,2001MX-Bmu-10831,02:31:20,2001,5
4389,-106.542,19.278,19.278,23.026,-106.542,-88.977,2001MX-Bmu-10831,23:18:17,2001,5
4390,-106.798,18.987,18.987,24.68,-106.798,-132.502,2001MX-Bmu-10831,15:31:09,2001,5
4391,-108.066,21.531,21.531,27.324,-108.066,-134.982,2001MX-Bmu-10831,15:41:15,2001,6
4392,-109.175,21.661,21.661,21.338,-109.175,-106.37,2001MX-Bmu-10831,12:27:22,2001,6
4393,-107.957,20.851,20.851,23.234,-107.957,-117.205,2001MX-Bmu-10831,15:02:14,2001,6
4394,-109.178,21.378,21.378,18.845,-109.178,-97.697,2001MX-Bmu-10831,12:06:51,2001,6
4395,-109.281,20.941,20.941,22.484,-109.281,-116.268,2001MX-Bmu-10831,12:46:48,2001,6
4396,-109.45,20.616,20.616,18.225,-109.45,-120.524,2001MX-Bmu-10831,02:47:24,2001,6
4397,-109.733,20.382,20.382,17.9,-109.733,-98.759,2001MX-Bmu-10831,12:12:37,2001,6
4398,-109.747,20.318,20.318,16.497,-109.747,-92.932,2001MX-Bmu-10831,11:59:12,2001,6
4399,-109.743,20.493,20.493,23.756,-109.743,-125.098,2001MX-Bmu-10831,15:26:21,2001,6
4400,-107.668,20.181,20.181,18.103,-107.668,-115.791,2001MX-Bmu-10831,02:37:04,2001,6
4401,-109.24,20.941,20.941,22.029,-109.24,-114.396,2001MX-Bmu-10831,15:03:23,2001,6
4402,-109.554,20.37,20.37,22.495,-109.554,-119.471,2001MX-Bmu-10831,12:50:52,2001,6
4403,-109.64,20.571,20.571,18.622,-109.64,-118.091,2001MX-Bmu-10831,02:43:22,2001,6
4404,-109.961,20.674,20.674,19.584,-109.961,-105.695,2001MX-Bmu-10831,12:26:46,2001,6
4405,-109.65699999999998,20.366,20.366,18.257,-109.657,-100.516,2001MX-Bmu-10831,12:13:12,2001,6
4406,-109.55599999999998,20.449,20.449,17.027,-109.556,-94.788,2001MX-Bmu-10831,12:00:27,2001,6
4407,-109.374,20.708,20.708,17.855,-109.374,-122.635,2001MX-Bmu-10831,02:50:25,2001,6
4408,-109.142,21.229,21.229,24.243,-109.142,-123.049,2001MX-Bmu-10831,15:17:31,2001,6
4409,-109.829,21.236,21.236,19.171,-109.829,-99.782,2001MX-Bmu-10831,12:12:16,2001,6
4410,-110.125,21.602,21.602,23.515,-110.125,-118.51,2001MX-Bmu-10831,12:54:15,2001,6
4411,-110.62900000000002,22.064,22.064,22.34,-110.629,-111.786,2001MX-Bmu-10831,12:44:20,2001,6
4412,-109.953,21.702,21.702,27.592,-109.953,-136.737,2001MX-Bmu-10831,15:47:01,2001,6
4413,-110.28,22.458,22.458,24.805,-110.28,-99.964,2001MX-Bmu-10831,23:48:32,2001,7
4414,-110.39,22.567,22.567,21.33,-110.39,-116.086,2001MX-Bmu-10831,02:38:18,2001,7
4415,-113.82999999999998,25.536,25.536,27.946,-113.83,-125.335,2001MX-Bmu-10831,15:35:20,2001,7
4416,-115.65,27.258,27.258,26.473,-115.65,-111.837,2001MX-Bmu-10831,15:14:12,2001,7
4417,-115.127,27.702,27.702,29.264,-115.127,-107.615,2001MX-Bmu-10831,02:26:04,2001,7
4418,-116.15800000000002,28.009,28.009,24.36,-116.158,-99.706,2001MX-Bmu-10831,12:37:14,2001,7
4419,-115.20499999999998,27.825,27.825,30.306,-115.205,-127.296,2001MX-Bmu-10831,15:45:18,2001,7
4420,-115.676,28.044,28.044,26.579,-115.676,-122.555,2001MX-Bmu-10831,02:56:47,2001,7
4421,-115.47,28.079,28.079,23.491,-115.47,-94.594,2001MX-Bmu-10831,12:23:32,2001,7
4422,-115.506,28.027,28.027,25.129,-115.506,-101.855,2001MX-Bmu-10831,12:29:52,2001,7
4423,-115.981,28.872,28.872,29.615,-115.981,-111.991,2001MX-Bmu-10831,02:34:44,2001,7
4424,-115.58100000000002,27.977,27.977,25.762,-115.581,-104.921,2001MX-Bmu-10831,14:59:50,2001,7
