,location-long,location-lat,argos:lat1,argos:lat2,argos:lon1,argos:lon2,individual-local-identifier,time,year,month
2993,-120.063,34.09,34.09,42.785,-120.063,-75.114,1999CA-Bmu-23033,23:40:10,1999,7
2994,-120.309,34.03,34.03,39.425,-120.309,-94.29,1999CA-Bmu-23033,04:00:09,1999,7
2995,-119.985,34.046,34.046,27.761,-119.985,-150.925,1999CA-Bmu-23033,04:08:33,1999,7
2996,-118.622,33.217,33.217,41.127,-118.622,-148.122,1999CA-Bmu-23033,12:49:32,1999,7
2997,-121.013,34.816,34.816,41.729,-121.013,-156.659,1999CA-Bmu-23033,15:22:23,1999,7
2998,-121.211,35.426,35.426,31.546,-121.211,-139.804,1999CA-Bmu-23033,03:52:19,1999,7
2999,-121.853,35.421,35.421,39.696,-121.853,-142.568,1999CA-Bmu-23033,12:43:49,1999,7
3000,-122.051,35.567,35.567,36.009,-122.051,-124.132,1999CA-Bmu-23033,16:08:47,1999,7
3001,-122.138,35.906,35.906,29.62,-122.138,-150.834,1999CA-Bmu-23033,00:09:01,1999,7
3002,-121.63,35.975,35.975,39.198,-121.63,-136.961,1999CA-Bmu-23033,12:30:41,1999,7
3003,-121.563,35.889,35.889,28.893,-121.563,-86.365,1999CA-Bmu-23033,12:54:19,1999,7
3004,-120.74,34.56,34.56,31.392,-120.74,-105.048,1999CA-Bmu-23033,15:29:05,1999,7
3005,-120.786,33.787,33.787,35.359,-120.786,-128.081,1999CA-Bmu-23033,12:09:58,1999,7
3006,-116.279,22.097,22.097,18.319,-116.279,-98.525,1999CA-Bmu-23033,13:00:25,1999,8
3007,-116.382,21.818,21.818,16.585,-116.382,-139.699,1999CA-Bmu-23033,23:47:07,1999,8
3008,-117.31900000000002,23.619,23.619,21.939,-117.319,-123.759,1999CA-Bmu-23033,23:17:41,1999,8
3009,-117.862,25.007,25.007,23.417,-117.862,-110.653,1999CA-Bmu-23033,11:24:01,1999,8
3010,-117.79500000000002,25.233,25.233,23.147,-117.795,-108.169,1999CA-Bmu-23033,15:19:10,1999,8
3011,-117.893,25.943,25.943,31.972,-117.893,-144.087,1999CA-Bmu-23033,16:33:34,1999,8
3012,-117.786,25.887,25.887,23.514,-117.786,-108.927,1999CA-Bmu-23033,17:11:04,1999,8
3013,-117.424,25.712,25.712,29.412,-117.424,-134.877,1999CA-Bmu-23033,16:14:02,1999,8
3014,-117.366,25.726,25.726,22.639,-117.366,-103.836,1999CA-Bmu-23033,17:00:05,1999,8
3015,-117.137,25.849,25.849,19.562,-117.137,-145.842,1999CA-Bmu-23033,00:04:00,1999,8
